query_id,prompt,ground_truth,ambiguity_tier,prompt_tags,rule_based_tool,always_local_tool,zero_shot_llm_tool,zero_shot_llm_reason,few_shot_llm_tool,few_shot_llm_reason,cot_llm_tool,cot_llm_reason,langgraph_agent_tool,langgraph_agent_reason
1,"How many full-time and part-time employees did Amazon report as of December 31, 2025?",local,1,"['amazon', 'headcount', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for a specific headcount figure as of a past date (December 31, 2025), which is historical and would be found in company reports."
2,What are the two main customer group strategies Adobe focuses on in its FY2025 annual report?,local,1,"['adobe', 'strategy', '10K_fact', 'customer_segments', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for information from a specific future document (FY2025 annual report), indicating a need for accessing static, document-specific data rather than current market information."
3,What four reportable operating segments does American Express report in its 2025 10-K?,local,1,"['amex', 'business_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for information from a future 10-K filing, which is a static document and not real-time market data."
4,"What was Alphabet's aggregate market value of non-affiliate shares as of June 30, 2025 per their annual filing?",local,1,"['alphabet', 'market_cap', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,"The query requests a specific data point from an annual filing, indicating a need for historical, document-based information rather than current market data."
5,What three business segments does Amazon organize its operations into according to its FY2025 10-K?,local,1,"['amazon', 'business_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query explicitly requests information from a specific historical document (FY2025 10-K), indicating a need for local data retrieval."
6,What is Amazon's stock price right now?,web,1,"['amazon', 'stock_price', 'real_time', 'financial_market', 'web_only']",web,local,web,,web,,web,,web,"The query asks for the 'right now' stock price, which is real-time market data requiring a web search."
7,What has Adobe announced in the past month regarding new product launches?,web,1,"['adobe', 'recent_news', 'product_launch', 'post_filing', 'web_only']",local,local,web,,web,,web,,web,"The query asks for recent announcements, implying a need for up-to-date information found through news and press releases on the internet."
8,Which Wall Street analysts have upgraded or downgraded Airbnb stock in the last 30 days?,web,1,"['airbnb', 'analyst_ratings', 'real_time', 'investment', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks for recent analyst ratings changes, which is current market activity and requires up-to-date information from financial news sources."
9,What is Alphabet's current trailing P/E ratio?,web,1,"['alphabet', 'valuation_metric', 'real_time', 'financial_market', 'web_only']",web,local,web,,web,,web,,web,"A trailing P/E ratio is a current market valuation metric that requires up-to-date stock price and earnings data, making it a web-based query."
10,What new credit card product did American Express launch this quarter?,web,1,"['amex', 'product_launch', 'recent_news', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks about a recent product launch, implying a need for up-to-date information typically found through news or company announcements on the web."
11,What was Adobe's total revenue for fiscal year 2025?,local,2,"['adobe', 'revenue', 'financials', 'local_doc_or_web_summary', 'annual_results']",local,local,local,,local,,local,,local,The query asks for historical financial data (fiscal year 2025 revenue) which is typically found in company reports and documents.
12,What are the main risks Airbnb faces as a business?,local,2,"['airbnb', 'risk_factors', '10K_section_or_web_analysis', 'investment_research']",uncertain,local,local,,local,,local,,local,"The query asks for a general business risk assessment, which is typically found in company filings and reports, not real-time market data."
13,How does Amazon Web Services compete against Microsoft Azure and Google Cloud?,web,2,"['amazon', 'AWS', 'competitive_analysis', 'current_market_or_local_doc', 'cloud']",uncertain,local,web,,local,,local,,web,"The query asks for a competitive analysis which requires current information about market positioning and offerings, best found through web sources."
14,What is American Express's strategy for growing its international card services business?,local,2,"['amex', 'international', 'strategy', 'local_doc_or_web_analysis', 'ICS_segment']",uncertain,local,local,,local,,local,,local,"The query asks for a company's strategy, which is typically found in company reports, filings, or presentations, representing historical or documented information."
15,How is Alphabet integrating Gemini AI across its product portfolio?,web,2,"['alphabet', 'gemini', 'AI_strategy', 'recent_web_or_local_doc', 'product']",uncertain,local,web,,web,,web,,web,"The query asks about current integration efforts, implying a need for up-to-date information likely found in news articles and company announcements."
16,What does Adobe's Firefly generative AI model do and how is it used commercially?,local,2,"['adobe', 'firefly', 'generative_AI', 'local_doc_overview_or_web_detail', 'product']",uncertain,local,web,,web,,web,,web,"The query asks about a product's functionality and commercial applications, requiring up-to-date information likely found through web searches and news articles."
17,What are Airbnb's key financial performance metrics that investors track?,local,2,"['airbnb', 'KPIs', 'GBV', 'local_doc_or_web_summary', 'investor_relations']",uncertain,local,local,,local,,local,,local,"The query asks for key financial performance metrics, which are typically found in historical financial reports and documents, not real-time data."
18,How many shares of Amazon common stock were outstanding as of early 2026?,web,2,"['amazon', 'shares_outstanding', 'current_web_or_local_doc', 'specific_date', 'equity']",local,local,local,,local,,local,,local,"The query asks for a specific number of shares outstanding at a future date, which is historical or projected data that would be found in company filings or databases, not real-time market data."
19,What makes American Express's business model different from Visa and Mastercard?,local,2,"['amex', 'differentiated_model', 'local_doc_or_web_analysis', 'competitive_positioning']",uncertain,local,local,,local,,local,,local,"The query asks for a comparison of business models, which is a matter of established, documented information rather than real-time data."
20,What revenue segments does Alphabet break out in its financial reporting?,local,2,"['alphabet', 'revenue_segments', 'local_doc_or_web_summary', 'google_services', 'google_cloud']",uncertain,local,local,,local,,local,,local,"The query asks about how Alphabet *reports* its revenue, which is a static, document-based detail found in their financial filings."
21,What are Adobe's yearly financials for 2025?,local,3,"['adobe', 'bare_query', 'financials', 'highly_vague', 'local_or_web_unclear']",local,local,local,,local,,local,,local,"The query asks for yearly financials for a specific past year (2025), which is historical and static data typically found in company documents."
22,Tell me about Airbnb.,web,3,"['airbnb', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",uncertain,local,web,,local,,local,,web,"The query asks for general information about a company, which is best obtained from current sources on the web."
23,How is Amazon's growth?,local,3,"['amazon', 'bare_query', 'growth', 'highly_vague', 'historical_or_current_unclear']",uncertain,local,web,,local,,web,,web,"The query asks about 'growth' which implies a current assessment, best answered with up-to-date market data rather than historical financials."
24,What should I know about Amex before investing?,web,3,"['amex', 'investment_research', 'highly_vague', '10K_risk_or_web_analysis', 'open_ended']",web,local,web,,web,,local,,local,"The query asks for general information about a company before investing, which is best addressed by reviewing historical documents and company fundamentals rather than real-time data."
25,How is Alphabet performing?,web,3,"['alphabet', 'performance', 'highly_vague', 'fy2025_doc_or_current_web', 'open_ended']",uncertain,local,web,,web,,web,,web,"The query asks about 'how is Alphabet performing', which requires current market data and is not a request for historical financials."
26,What is the Adobe AI strategy?,local,3,"['adobe', 'AI', 'bare_query', 'local_doc_or_recent_news', 'highly_vague']",uncertain,local,web,,web,,web,,web,"The query asks for a strategy, which is likely to be discussed in current news, reports, or on the company's website and thus requires web access."
27,What is the outlook for Airbnb?,web,3,"['airbnb', 'forward_looking', 'highly_vague', '10K_guidance_or_analyst_web', 'open_ended']",uncertain,local,web,,web,,web,,web,"The query asks for an 'outlook', which requires current analysis and is not static historical data."
28,What is Amazon's seasonality?,local,3,"['amazon', 'bare_query', 'seasonality', 'highly_vague', 'local_doc_or_web_explainer']",uncertain,local,local,,local,,local,,local,"Seasonality is a historical pattern determined from past data, not current market conditions."
29,What are the Amex card benefits?,web,3,"['amex', 'bare_query', 'card_benefits', 'highly_vague', 'general_info_or_specific_product_web']",uncertain,local,web,,web,,web,,web,"The query asks for current benefits associated with a credit card, which are subject to change and best found through a live, up-to-date source."
30,What is Alphabet's moonshots strategy?,local,3,"['alphabet', 'bare_query', 'other_bets', 'highly_vague', 'local_doc_or_recent_news']",uncertain,local,web,,local,,local,,local,"The query asks for a company's strategy, which is typically documented in reports and not real-time data."
31,How many full-time equivalent employees did Apple report worldwide as of the end of fiscal year 2025?,local,1,"['apple', 'headcount', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for a specific historical data point (FY2025 employee count) which would be found in Apple's filings, not current market data."
32,What are the three geographic reporting segments Cisco uses to break out its revenue in its FY2025 annual report?,local,1,"['cisco', 'geographic_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for information specifically from Cisco's FY2025 annual report, which is a static document."
33,What was Dell Technologies' total net revenue for fiscal year 2025 as stated in its 10-K filing?,local,1,"['dell', 'total_revenue', '10K_fact', 'financials', 'local_doc']",local,local,local,,local,,local,,local,"The query explicitly asks for data from a 10-K filing, which is a historical document and therefore falls under local data."
34,What was the total number of orders placed on DoorDash's platform in fiscal year 2025 according to its annual report?,local,1,"['doordash', 'order_volume', '10K_fact', 'platform_metrics', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for a specific data point (total orders) from a historical document (annual report) for a past fiscal year (2025), indicating a need for document-based information."
35,How many retail store locations did GameStop operate globally as of the end of fiscal year 2025 per its 10-K?,local,1,"['gamestop', 'store_count', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,"The query explicitly requests data from a specific 10-K filing (fiscal year 2025), indicating a need for historical, document-based information."
36,What two reportable segments does HP Inc. organize its operations into according to its FY2025 10-K filing?,local,1,"['hp', 'business_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query explicitly asks for information from a specific historical document (FY2025 10-K filing), indicating a need for document-based data rather than current market information."
37,What were IBM's total revenues for fiscal year 2025 as reported in its annual filing?,local,1,"['ibm', 'total_revenue', '10K_fact', 'financials', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for historical revenue data from a specific annual filing, which is document-specific and static information."
38,What three primary business segments does Microsoft report in its FY2025 annual report?,local,1,"['microsoft', 'business_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for information from a specific future annual report (FY2025), which is considered a static document once released."
39,"How many paid memberships did Netflix report globally as of December 31, 2025 in its annual filing?",local,1,"['netflix', 'paid_memberships', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for a specific number from a past annual filing, indicating a request for historical, document-specific data."
40,What was Pinterest's global monthly active user count as reported in its FY2025 annual filing?,local,1,"['pinterest', 'monthly_active_users', '10K_fact', 'platform_metrics', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for a specific metric ('global monthly active user count') from a historical document ('FY2025 annual filing'), indicating a need for document-specific data."
41,What are the two reportable segments Qualcomm identifies in its FY2025 10-K filing?,local,1,"['qualcomm', 'business_segments', '10K_fact', 'organizational_structure', 'local_doc']",local,local,local,,local,,local,,local,"The query explicitly asks for information from a specific historical document (FY2025 10-K filing), indicating a need for document-specific data."
42,"What was Roblox's daily active user count as of December 31, 2025 as reported in its FY2025 annual report?",local,1,"['roblox', 'daily_active_users', '10K_fact', 'specific_date', 'local_doc']",local,local,local,,local,,local,,local,"The query requests a specific data point from a future annual report, which is historical and document-specific information."
43,What was Salesforce's total revenue for fiscal year 2025 as reported in its 10-K annual filing?,local,1,"['salesforce', 'total_revenue', '10K_fact', 'financials', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for historical revenue data from a specific document (10-K filing), which is considered static and not real-time market information."
44,What was Snowflake's total product revenue for fiscal year 2025 according to its annual report?,local,1,"['snowflake', 'product_revenue', '10K_fact', 'financials', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for historical revenue data from a specific document (annual report), which is best retrieved from local data sources."
45,How many trips did Uber complete globally in fiscal year 2025 as disclosed in its annual filing?,local,1,"['uber', 'trip_volume', '10K_fact', 'platform_metrics', 'local_doc']",local,local,local,,local,,local,,local,"The query asks for data from Uber's annual filing, which is a historical document and therefore falls under local data."
46,What is Visa's current stock price as of today?,web,1,"['visa', 'stock_price', 'real_time', 'financial_market', 'web_only']",web,local,web,,web,,web,,web,"The query asks for the 'current' stock price 'today', indicating a need for real-time market data."
47,What promotions or sale events has Wayfair announced in the last 30 days?,web,1,"['wayfair', 'recent_news', 'promotions', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks for recent announcements of promotions and sales, which are time-sensitive and likely found through current news or Wayfair's website, indicating a need for web-based information."
48,What new hardware products has Apple announced or released in the last 30 days?,web,1,"['apple', 'product_launch', 'recent_news', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks for recent announcements and releases, implying a need for up-to-date information found on the internet rather than static historical data."
49,What is Microsoft's current market capitalization?,web,1,"['microsoft', 'market_cap', 'real_time', 'financial_market', 'web_only']",web,local,web,,web,,web,,web,"Market capitalization is a real-time value that changes with the stock price, requiring current data from a live source."
50,What new original shows or movies did Netflix release this week?,web,1,"['netflix', 'content_releases', 'real_time', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks about recent releases, implying a need for up-to-date information that changes frequently and is best found through a web search."
51,What is Uber's current Wall Street analyst consensus price target?,web,1,"['uber', 'analyst_ratings', 'real_time', 'investment', 'web_only']",web,local,web,,web,,web,,web,"The query asks for a 'current' analyst consensus price target, which is dynamic market data that changes frequently and is best obtained from a live source."
52,Has Salesforce announced any acquisitions or major partnerships in 2026?,web,1,"['salesforce', 'acquisitions', 'recent_news', 'post_filing', 'web_only']",local,local,local,,local,,local,,web,"The query asks about future events (2026) which would require searching for announcements and news, indicating a need for current information from the web."
53,What is IBM's current trailing twelve-month earnings per share?,web,1,"['ibm', 'EPS', 'real_time', 'financial_market', 'web_only']",web,local,web,,local,,web,,web,Trailing twelve-month earnings per share is a current financial metric that requires up-to-date market data.
54,What cybersecurity vulnerabilities or threats has Cisco publicly disclosed or warned about in the past month?,web,1,"['cisco', 'cybersecurity', 'recent_news', 'post_filing', 'web_only']",local,local,web,,web,,local,,web,"The query asks for recent disclosures and warnings about cybersecurity threats, which are time-sensitive and likely to be found in current news or security advisories."
55,What is Dell's current price-to-earnings ratio based on the latest market data?,web,1,"['dell', 'valuation_metric', 'real_time', 'financial_market', 'web_only']",web,local,web,,web,,web,,web,"The query explicitly asks for 'current' data (price-to-earnings ratio) based on 'latest market data', indicating a need for real-time information."
56,What new cities or international markets has DoorDash expanded into in 2026?,web,1,"['doordash', 'expansion', 'recent_news', 'post_filing', 'web_only']",local,local,local,,local,,local,,local,"The query asks about future expansion plans in a specific year, which is likely documented in company reports or announcements rather than being real-time market data."
57,What new advertising or creator monetization features has Pinterest launched recently?,web,1,"['pinterest', 'advertising', 'recent_news', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks about recent launches, implying a need for up-to-date information found on the internet, not static historical data."
58,Which recent chip licensing deal or OEM partnership has Qualcomm announced?,web,1,"['qualcomm', 'partnerships', 'recent_news', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks for recent announcements regarding deals and partnerships, which requires up-to-date information found on the internet."
59,What major brand collaborations or gaming events has Roblox announced this quarter?,web,1,"['roblox', 'collaborations', 'recent_news', 'post_filing', 'web_only']",uncertain,local,web,,web,,web,,web,"The query asks for recent announcements regarding collaborations and events, which are time-sensitive and likely found in current news or on the Roblox website."
60,What product or partnership announcements has Snowflake made at its most recent investor or developer event?,web,1,"['snowflake', 'announcements', 'recent_news', 'post_filing', 'web_only']",web,local,web,,local,,local,,web,"The query asks for recent announcements, implying a need for up-to-date information likely found through news or company event coverage on the web."
61,What are GameStop's main revenue streams and how has the business shifted toward digital sales?,local,2,"['gamestop', 'revenue_streams', 'digital_transition', 'local_doc_or_web_analysis', 'business_model']",uncertain,local,local,,local,,local,,local,"The query asks for a description of revenue streams and historical business shifts, which are typically found in company filings and reports, not real-time market data."
62,How does Apple's Services segment contribute to its overall revenue compared to iPhone hardware sales?,local,2,"['apple', 'services_segment', 'revenue_mix', 'local_doc_or_web_summary', 'financials']",uncertain,local,local,,local,,local,,local,"The query asks for a comparison of revenue contributions between segments, which is historical data found in financial reports like 10-Ks."
63,What is Microsoft's strategy for growing Azure cloud services in competition with AWS and Google Cloud?,web,2,"['microsoft', 'azure', 'cloud_strategy', 'competitive_analysis', 'current_market_or_local_doc']",uncertain,local,web,,web,,local,,web,"The query asks for a current strategy, which is likely discussed in recent news, reports, and company statements found on the web."
64,What is Netflix's approach to content spending and how does it impact the company's path to profitability?,local,2,"['netflix', 'content_spend', 'profitability', 'local_doc_or_web_analysis', 'financials']",uncertain,local,local,,local,,local,,local,"The query asks for a strategic approach and its impact on profitability, requiring analysis of company reports and historical data rather than current market conditions."
65,How does Uber Eats contribute to Uber's total gross bookings and overall business mix?,local,2,"['uber', 'uber_eats', 'gross_bookings', 'local_doc_or_web_summary', 'segment_breakdown']",uncertain,local,local,,local,,local,,local,"The query asks about Uber Eats' contribution to Uber's business, which is a matter of historical financial reporting and business segment data, best found in company filings and reports."
66,How does Visa's global payment network compare to Mastercard's in terms of transaction volume and market share?,web,2,"['visa', 'competitive_analysis', 'mastercard', 'current_market_or_local_doc', 'payments']",uncertain,local,web,,local,,local,,local,"The query asks for a comparative analysis of historical data (transaction volume and market share) which is typically found in company reports and financial databases, not requiring live web access."
67,What is IBM's strategy for growing its hybrid cloud and AI consulting business?,local,2,"['ibm', 'hybrid_cloud', 'AI_consulting', 'local_doc_or_web_analysis', 'strategy']",uncertain,local,local,,local,,local,,web,"The query asks for a company's strategy, which is typically found in recent news, investor presentations, or company websites, indicating a need for current information."
68,How has Salesforce's acquisition of Slack changed its product strategy and enterprise offerings?,web,2,"['salesforce', 'slack_acquisition', 'product_strategy', 'recent_web_or_local_doc', 'enterprise']",uncertain,local,local,,local,,local,,local,"The query asks for a strategic analysis of a past acquisition and its effects, requiring a review of company documents and historical information rather than current market data."
69,What industries are Snowflake's largest customers concentrated in according to its annual report?,local,2,"['snowflake', 'customer_concentration', 'industry_verticals', 'local_doc_or_web_summary', 'enterprise']",local,local,local,,local,,local,,local,"The query asks for information from Snowflake's annual report, which is a static document and therefore falls under local data."
70,What is DoorDash's take rate and how does it compare to competitors like Uber Eats and Grubhub?,web,2,"['doordash', 'take_rate', 'competitive_analysis', 'current_market_or_local_doc', 'unit_economics']",uncertain,local,web,,local,,local,,web,"The query asks for a comparison of current business metrics (take rate) which are dynamic and best sourced from real-time data and recent reports, not static historical documents."
71,How does Pinterest monetize its platform and what is its average revenue per user?,local,2,"['pinterest', 'monetization', 'ARPU', 'local_doc_or_web_summary', 'advertising']",uncertain,local,local,,local,,local,,local,"The query asks about Pinterest's business model and a key metric (ARPU), which are typically found in company filings and reports, not real-time market data."
72,How dependent is Qualcomm on Apple as a customer for its semiconductor revenues?,web,2,"['qualcomm', 'apple_dependency', 'customer_concentration', 'current_market_or_local_doc', 'semiconductors']",uncertain,local,local,,local,,local,,local,"This query asks for a dependency relationship based on historical revenue data, which is best found in company filings and reports, not real-time market data."
73,How does Roblox's developer economy work and what role does the Robux virtual currency play?,local,2,"['roblox', 'developer_economy', 'robux', 'local_doc_or_web_explainer', 'platform_model']",uncertain,local,local,,local,,local,,local,"The query asks for an explanation of a business model and a virtual currency's function, which are details typically found in company documentation or reports, not real-time market data."
74,What regulatory risks does Apple face in the European Union related to App Store policies?,web,2,"['apple', 'regulatory_risk', 'EU', 'current_web_or_local_doc', 'DMA']",uncertain,local,web,,web,,web,,web,"The query asks about current regulatory risks, which are subject to change and require up-to-date information found on the web."
75,How is Cisco transitioning its business model from hardware sales to software subscriptions and recurring revenue?,local,2,"['cisco', 'business_model_transition', 'software_subscriptions', 'local_doc_or_web_analysis', 'strategy']",uncertain,local,local,,local,,local,,local,"The query asks about a business model transition, which is best answered by analyzing historical reports and company statements, not current market data."
76,What were Wayfair's key financial performance metrics and customer trends for last fiscal year?,local,2,"['wayfair', 'KPIs', 'financials', 'local_doc_or_web_summary', 'ecommerce']",local,local,local,,local,,local,,local,"The query asks for historical financial performance metrics and trends for the last fiscal year, which is information typically found in company filings and reports."
77,What is Dell's current market position in the enterprise server and PC market relative to HP and Lenovo?,web,2,"['dell', 'market_position', 'competitive_analysis', 'current_market_or_local_doc', 'enterprise_hardware']",web,local,web,,web,,web,,web,"The query asks for a *current* market position, requiring up-to-date information not typically found in static documents."
78,How does HP Inc. split its revenue between the personal systems and printing segments?,local,2,"['hp', 'segment_revenue', 'personal_systems', 'local_doc_or_web_summary', 'printing']",uncertain,local,local,,local,,local,,local,"The query asks for a breakdown of HP Inc.'s revenue segments, which is historical and static information typically found in financial reports."
79,What are the key financial highlights from Microsoft's annual financial report?,local,2,"['microsoft', 'financial_highlights', 'local_doc_or_web_summary', 'annual_results', 'financials']",uncertain,local,local,,local,,local,,local,"The query asks for highlights from an annual financial report, which is a static document and therefore falls under local data."
80,What is GameStop's strategy for remaining relevant as gaming moves increasingly toward digital distribution?,web,2,"['gamestop', 'digital_strategy', 'competitive_positioning', 'current_web_or_local_doc', 'retail']",uncertain,local,web,,web,,local,,web,"The query asks for a company's strategy, which is dynamic information typically found in news articles, reports, and company statements available on the web."
81,What's the deal with Apple?,web,3,"['apple', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,"The query asks about 'the deal with Apple,' which implies current events and news, requiring up-to-date information from the web."
82,How is Microsoft doing?,web,3,"['microsoft', 'performance', 'highly_vague', 'fy2025_doc_or_current_web', 'open_ended']",uncertain,local,web,,web,,web,,web,"The query asks about 'how Microsoft is doing,' which requires current performance information best obtained from live market data and recent news."
83,Tell me about Netflix's finances.,local,3,"['netflix', 'bare_query', 'financials', 'highly_vague', 'local_or_web_unclear']",uncertain,local,local,,local,,local,,local,"The query asks for general financial information about Netflix, which is best addressed by accessing and analyzing their historical financial reports and data."
84,What should I know about Uber before investing?,web,3,"['uber', 'investment_research', 'highly_vague', '10K_risk_or_web_analysis', 'open_ended']",web,local,local,,web,,local,,local,"The query asks for information to inform an investment decision, which requires a comprehensive overview of the company's history, financials, and business model – data best found in documents and reports rather than real-time market fluctuations."
85,How is Visa's business?,local,3,"['visa', 'bare_query', 'performance', 'highly_vague', 'local_or_web_unclear']",uncertain,local,web,,local,,local,,web,"The query asks for a general overview of Visa's current state, requiring up-to-date information best found through a web search."
86,What's IBM up to these days?,web,3,"['ibm', 'open_ended', 'highly_vague', 'recent_news_or_doc_overview', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,The query asks about current activity ('these days') implying a need for up-to-date information best found through a web search.
87,What is Salesforce's growth?,local,3,"['salesforce', 'bare_query', 'growth', 'highly_vague', 'historical_or_current_unclear']",uncertain,local,web,,local,,local,,web,"The query asks for 'growth', which is a current performance metric best obtained from live market data and recent reports."
88,Tell me about Snowflake.,web,3,"['snowflake', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",web,local,web,,local,,local,,web,"The query asks for general information about a company, which is best obtained from current web sources."
89,How is DoorDash performing?,local,3,"['doordash', 'bare_query', 'performance', 'highly_vague', 'local_or_web_unclear']",uncertain,local,web,,web,,web,,web,"The query asks about current performance, implying a need for up-to-date information typically found through a web search."
90,What's going on with Pinterest?,web,3,"['pinterest', 'open_ended', 'highly_vague', 'recent_news_or_doc_overview', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,"The query asks about current events related to Pinterest, indicating a need for up-to-date information found on the web."
91,What does Qualcomm do?,web,3,"['qualcomm', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",uncertain,local,local,,local,,local,,local,"The query asks for a general description of a company's business, which is static and can be found in company documentation."
92,How is Roblox doing?,local,3,"['roblox', 'bare_query', 'performance', 'highly_vague', 'local_or_web_unclear']",uncertain,local,web,,web,,web,,web,"The query asks about 'how Roblox is doing,' which requires current performance information best obtained from live market data and news."
93,What is Cisco's outlook?,web,3,"['cisco', 'forward_looking', 'highly_vague', '10K_guidance_or_analyst_web', 'open_ended']",uncertain,local,web,,local,,web,,local,"Outlook information is typically found in company filings and reports, representing a historical or stated future expectation, not real-time data."
94,How is Dell's recent performance?,local,3,"['dell', 'bare_query', 'performance', 'highly_vague', 'historical_or_current_unclear']",uncertain,local,web,,local,,web,,web,"The query asks for 'recent performance', implying a need for current data not typically found in static documents."
95,Tell me about HP.,web,3,"['hp', 'open_ended', 'highly_vague', 'business_overview_or_web', 'no_specific_intent']",uncertain,local,local,,local,,local,,local,"The query asks for general information about a company, which is best addressed by accessing its historical data and documentation rather than real-time market information."
96,How is Wayfair's business going?,local,3,"['wayfair', 'bare_query', 'performance', 'highly_vague', 'local_or_web_unclear']",uncertain,local,web,,web,,web,,web,"The query asks about the current state of a business, requiring up-to-date information best found through a web search."
97,Is GameStop still relevant?,web,3,"['gamestop', 'open_ended', 'highly_vague', 'business_viability_or_web_analysis', 'no_specific_intent']",uncertain,local,web,,web,,web,,web,"The query asks about the current state ('still relevant') of a company, requiring up-to-date information and likely news/market sentiment, which is best found on the web."
98,What are Apple's biggest risks?,local,3,"['apple', 'bare_query', 'risk_factors', 'highly_vague', '10K_risk_or_web_analysis']",uncertain,local,local,,local,,local,,local,"Identifying a company's biggest risks is based on historical filings and reports, not current market conditions."
99,What's Microsoft's AI play?,web,3,"['microsoft', 'AI_strategy', 'highly_vague', 'recent_news_or_local_doc', 'open_ended']",uncertain,local,web,,web,,web,,web,"The query asks about Microsoft's current strategy ('AI play'), which is dynamic and best answered with up-to-date information from the web."
100,What's the competitive landscape for Netflix?,web,3,"['netflix', 'competitive_landscape', 'highly_vague', 'current_web_or_local_doc', 'streaming']",uncertain,local,web,,local,,web,,web,"Understanding the competitive landscape requires current information about market share, new entrants, and recent performance, which are best found through web-based sources."
